Sven zwö Levels
BG_barn_wall_02.bmp (0.175, 0.94)
BG_barn_wall_02.bmp (-0.06125, 0.938333)
BG_barn_barrel.bmp (0.005, 0.873333)
BG_barn_ropehanger.bmp (-0.01875, 0.836667)
BG_barn_barrel.bmp (0.83875, 0.798333)
BG_barn_barrel.bmp (0.90375, 0.85)
BG_barn_barrel.bmp (0.8975, 0.738333)
BG_barn_wall_03.bmp (0.62375, -0.0583333)
BG_barn_wall_03.bmp (0.4375, -0.113333)
BG_barn_wall_03.bmp (0.2875, -0.115)
BG_barn_wall_03.bmp (0.1375, -0.115)
BG_barn_wall_03.bmp (-0.0125, -0.11)
BG_barn_barrel.bmp (-0.055, -0.0416667)
BG_barn_troth.bmp (0.4975, 0.213333)
BG_barn_wall_03.bmp (0.31, 0.265)
BG_barn_wall_02.bmp (0.65, 0.915)
BG_barn_wall_02.bmp (0.4125, 0.911667)
BG_barn_wall_02.bmp (0.175, 0.908333)
BG_barn_wall_02.bmp (-0.0625, 0.905)
-------------LOADED LEVEL Barn-------------
BG_barn_left.bmp (-0.26125, -0.171667)
BG_barn_right.bmp (0.67625, -0.0166667)
BG_barn_barrel.bmp (-0.03125, 0.623333)
BG_barn_barrel.bmp (0.16875, 0.356667)
BG_barn_barrel.bmp (0.31875, 0.09)
BG_barn_barrel.bmp (0.61875, -0.11)
BG_barn_barrel.bmp (0.56875, 0.29)
BG_barn_barrel.bmp (0.76875, 0.556667)
BG_barn_ropehanger.bmp (0.3975, 0.498333)
BG_barn_straw_01.bmp (0.6, 0.313333)
BG_barn_straw_01.bmp (0.88125, 0.901667)
BG_barn_straw_02.bmp (-0.03, 0.895)
BG_barn_straw_01.bmp (0.05, 0.913333)
BG_barn_straw_01.bmp (0.11, -0.0233333)
BG_barn_barrel.bmp (0.01875, 0.556667)
BG_barn_barrel.bmp (0.71625, 0.623333)
BG_barn_barrel.bmp (0.8225, 0.623333)
BG_barn_stanchion.bmp (0.35, -0.226667)
BG_barn_stanchion.bmp (0.2, -0.06)
BG_barn_barrel.bmp (-0.0275, 0.476667)
BG_barn_wall_05.bmp (0.11875, 0.465)
BG_barn_wall_01.bmp (0.37625, 0.673333)
BG_barn_wall_05.bmp (0.3875, 0.0483333)
BG_barn_wall_05.bmp (0.47625, -0.07)
BG_barn_puddle_02.bmp (0.07625, 0.148333)
BG_barn_puddle_01.bmp (0.47625, 0.548333)
-------------LOADED LEVEL Farm-------------
BG_Farm_barn.bmp (-0.03, -0.035)
BG_Farm_barn.bmp (0.34625, -0.218333)
BG_Farm_barndoor.bmp (0.4775, -0.07)
BG_Farm_manurepile.bmp (-0.065, 0.151667)
BG_Farm_ceramic_01.bmp (0.205, 0.218333)
BG_Farm_ceramic_01.bmp (0.15, 0.218333)
BG_Farm_ceramic_01.bmp (0.12125, 0.238333)
BG_Farm_ceramic_02.bmp (0.0275, 0.356667)
BG_Farm_bush_02.bmp (0.715, -0.005)
BG_Farm_tractor.bmp (0.34375, 0.22)
BG_Farm_ceramic_02.bmp (0.425, 0.156667)
BG_Farm_fence_01.bmp (0.39875, 0.388333)
BG_Farm_tree_01.bmp (0.35, 0.0483333)
BG_Farm_bush_03.bmp (0.68875, 0.35)
BG_Farm_ceramic_02.bmp (0.74875, 0.338333)
BG_Farm_fence_03.bmp (0.73625, 0.298333)
BG_Farm_fence_04.bmp (0.62875, 0.368333)
BG_Farm_manurepile.bmp (0.32, 0.533333)
BG_Farm_tree_01.bmp (0.86875, -0.235)
BG_Farm_fence_05.bmp (-0.0325, 0.758333)
BG_Farm_fence_03.bmp (0.13625, 0.698333)
BG_Farm_bush_02.bmp (0.095, 0.811667)
BG_Farm_bush_03.bmp (-0.0275, 0.785)
BG_Farm_tree_02.bmp (0.765, -0.108333)
BG_Farm_bush_02.bmp (0.15, 0.708333)
BG_Farm_tree_02.bmp (0.96375, 0.291667)
BG_Farm_tree_01.bmp (0.81875, 0.231667)
BG_Farm_tree_02.bmp (0.21375, 0.558333)
BG_Farm_tree_01.bmp (0.32125, 0.783333)
BG_Farm_ceramic_01.bmp (0.6, 0.09)
BG_Farm_puddle01.bmp (0.6375, 0.82)
BG_Farm_puddle02.bmp (0.03875, 0.553333)
BG_Farm_bush_02.bmp (0.4575, 0.461667)
-------------LOADED LEVEL Farm-------------
BG_Farm_fence_04.bmp (0.24, 0.105)
BG_Farm_fence_04.bmp (0.36875, 0.705)
BG_Farm_fence_03.bmp (0.18625, 0.0983333)
BG_Farm_fence_03.bmp (0.08625, 0.231667)
BG_Farm_fence_01.bmp (0.06, 0.503333)
BG_Farm_fence_01.bmp (0.16, 0.636667)
BG_Farm_fence_01.bmp (0.46, 0.103333)
BG_Farm_fence_01.bmp (0.56, 0.236667)
BG_Farm_fence_03.bmp (0.58625, 0.498333)
BG_Farm_fence_03.bmp (0.48625, 0.631667)
BG_Farm_bush_03.bmp (0.445, 0.685)
BG_Farm_bush_03.bmp (0.14875, 0.151667)
BG_Farm_bush_02.bmp (0.57125, 0.56)
BG_Farm_bush_03.bmp (0.54625, 0.568333)
BG_Farm_tree_01.bmp (0.07, 0.0316667)
BG_Farm_tree_01.bmp (0.22, 0.431667)
BG_Farm_bush_03.bmp (0.09875, 0.551667)
BG_Farm_tree_01.bmp (0.24375, -0.168333)
BG_Farm_tree_02.bmp (0.5125, -0.108333)
BG_Farm_ceramic_02.bmp (0.00375, 0.0916667)
BG_Farm_ceramic_01.bmp (0.32, 0.171667)
BG_Farm_fence_04.bmp (-0.075, 0.505)
BG_Farm_bush_02.bmp (0.60875, 0.311667)
BG_Farm_house.bmp (0.62875, -0.218333)
BG_Farm_fence_01.bmp (0.56, -0.03)
BG_Farm_fence_03.bmp (0.78625, 0.298333)
BG_Farm_fence_05.bmp (0.875, 0.295)
BG_Farm_bush_03.bmp (0.75375, 0.351667)
BG_Farm_tree_01.bmp (0.84625, 0.0483333)
BG_Farm_manurepile.bmp (0.855, 0.285)
BG_Farm_millstonedisks.bmp (0.08375, 0.896667)
BG_Farm_ceramic_01.bmp (0.09875, 0.09)
BG_Farm_barn.bmp (-0.1725, -0.205)
BG_Farm_fence_03.bmp (0.83625, 0.631667)
BG_Farm_fence_03.bmp (0.73625, 0.765)
BG_Farm_fence_03.bmp (0.63625, 0.898333)
BG_Farm_fence_04.bmp (0.92875, 0.636667)
BG_Farm_tree_02.bmp (0.71375, 0.558333)
BG_Farm_tree_01.bmp (0.89375, 0.365)
BG_Farm_bush_02.bmp (0.91625, 0.646667)
BG_Farm_bush_03.bmp (0.79875, 0.685)
BG_Farm_bush_03.bmp (0.2575, 0.945)
BG_Farm_bush_02.bmp (0.6075, 0.955)
BG_Farm_puddle01.bmp (0.78875, 0.89)
BG_Farm_puddle02.bmp (0.63875, 0.16)
BG_Farm_puddle02.bmp (0.04, 0.826667)

01 Schrottplatz
-------------LOADED LEVEL Grass-------------
BG_grass_washingmachine.bmp (0.5125, 0.853333)
BG_grass_stone_02.bmp (0.4975, 0.96)
BG_grass_bush_02.bmp (0.665, 0.921667)
BG_grass_barrel_03.bmp (0.645, 0.896667)
BG_grass_bush_01.bmp (0.61375, 0.911667)
BG_grass_carwreck_02.bmp (0.6, 0.616667)
BG_grass_tires_03.bmp (0.7525, 0.563333)
BG_grass_barrel_02.bmp (0.615, 0.468333)
BG_grass_barrel_03.bmp (0.63875, 0.553333)
BG_grass_bush_02.bmp (0.60125, 0.518333)
BG_grass_stone_05.bmp (0.39625, 0.238333)
BG_grass_bush_01.bmp (0.37, 0.213333)
BG_grass_barrel_02.bmp (0.13625, 0.648333)
BG_grass_stone_04.bmp (0.17, 0.765)
BG_grass_bush_02.bmp (0.10375, 0.686667)
BG_grass_bush_01.bmp (0.1625, 0.706667)
BG_grass_carwreck_01.bmp (-0.0825, -0.101667)
BG_grass_tires_01.bmp (0.19125, 0.015)
BG_grass_bush_01.bmp (0.2425, -0.04)
BG_grass_bumper_01.bmp (0.1125, 0.348333)
BG_grass_stone_02.bmp (0.1, 0.358333)
BG_grass_bush_02.bmp (0.1, 0.265)
BG_grass_workhorse.bmp (0.13, 0.221667)
BG_grass_tires_02.bmp (0.0125, 0.15)
BG_grass_tires_02.bmp (0.00625, 0.12)
BG_grass_barrel_02.bmp (0.1, 0.185)
BG_grass_bush_01.bmp (0.0675, 0.195)
BG_grass_stone_02.bmp (0.05, 0.208333)
BG_grass_motorbike_01.bmp (0.25, 0.825)
BG_grass_barrel_03.bmp (0.26125, 0.783333)
BG_grass_bush_02.bmp (0.2475, 0.753333)
BG_grass_freezer.bmp (0.37, 0.118333)
BG_grass_tires_03.bmp (0.0825, 0.905)
BG_grass_tires_03.bmp (0.1425, 0.873333)
BG_grass_tires_03.bmp (0.185, 0.915)
BG_grass_tires_02.bmp (0.2675, 0.951667)
BG_grass_tires_02.bmp (0.27125, 0.921667)
BG_grass_bush_02.bmp (0.1425, 0.91)
BG_grass_bush_01.bmp (0.24, 0.946667)
BG_grass_barrel_01.bmp (-0.01375, 0.9)
BG_grass_workhorse.bmp (0.02375, 0.808333)
BG_grass_barrel_03.bmp (-0.00625, 0.821667)
BG_grass_bush_01.bmp (0.0475, 0.913333)
BG_grass_stone_03.bmp (0.00375, 0.951667)
BG_grass_stone_01.bmp (0.3025, 0.911667)
BG_grass_tires_03.bmp (0.755, 0.0866667)
BG_grass_tires_03.bmp (0.7075, 0.0183333)
BG_grass_tires_03.bmp (0.65875, -0.05)
BG_grass_tires_03.bmp (0.72625, -0.0366667)
BG_grass_tires_02.bmp (0.85375, 0.0766667)
BG_grass_tires_02.bmp (0.92375, 0.0616667)
BG_grass_tires_02.bmp (0.925, 0.0316667)
BG_grass_bush_01.bmp (0.73375, 0.095)
BG_grass_bush_02.bmp (0.59875, -0.0766667)
BG_grass_stone_03.bmp (0.67625, 0.0533333)
BG_grass_bush_02.bmp (0.75375, 0.00166667)
BG_grass_stone_04.bmp (0.815, 0.111667)
BG_grass_stone_02.bmp (0.805, 0.035)
BG_grass_stone_03.bmp (0.83625, 0.005)
BG_grass_stone_04.bmp (0.8725, 0.0183333)
BG_grass_stone_01.bmp (0.895, 0.0666667)
BG_grass_bush_01.bmp (0.8975, -0.0316667)
BG_grass_barrel_02.bmp (0.95625, 0.403333)
BG_grass_barrel_03.bmp (0.90875, 0.355)
BG_grass_barrel_03.bmp (0.95875, 0.268333)
BG_grass_bush_02.bmp (0.90375, 0.286667)
BG_grass_bush_01.bmp (0.9375, 0.426667)
BG_grass_barrel_02.bmp (0.97375, 0.301667)
BG_grass_barrel_02.bmp (0.27625, -0.121667)
-------------LOADED LEVEL Grass-------------
BG_grass_tires_03.bmp (0.10875, -0.0433333)
BG_grass_tires_03.bmp (0.00875, 0.02)
BG_grass_tires_03.bmp (0.03625, 0.0866667)
BG_grass_tires_03.bmp (-0.04125, 0.153333)
BG_grass_tires_03.bmp (0.06125, -0.08)
BG_grass_bush_01.bmp (0.0375, -0.005)
BG_grass_bush_01.bmp (0.065, 0.11)
BG_grass_bush_02.bmp (-0.01875, 0.11)
BG_grass_bush_02.bmp (-0.025, -0.05)
BG_grass_tires_01.bmp (0.09875, 0.683333)
BG_grass_bush_02.bmp (0.09625, 0.558333)
BG_grass_bush_01.bmp (0.115, 0.628333)
BG_grass_stone_03.bmp (0.1075, 0.643333)
BG_grass_tires_03.bmp (0.08125, 0.925)
BG_grass_tires_03.bmp (-0.02125, 0.82)
BG_grass_tires_03.bmp (0.005, 0.891667)
BG_grass_bush_02.bmp (0.03875, 0.895)
BG_grass_bush_01.bmp (0.0225, 0.86)
BG_grass_bush_02.bmp (-0.05125, 0.763333)
BG_grass_tires_03.bmp (-0.0575, 0.865)
BG_grass_bush_01.bmp (-0.02375, 0.921667)
BG_grass_bush_02.bmp (0.17875, -0.1)
BG_grass_stone_03.bmp (0.16625, 0.00166667)
BG_grass_tires_03.bmp (0.455, 0.618333)
BG_grass_bush_02.bmp (0.40875, 0.616667)
BG_grass_bush_01.bmp (0.465, 0.595)
BG_grass_tires_02.bmp (0.36, 0.533333)
BG_grass_tires_02.bmp (0.355, 0.503333)
BG_grass_tires_03.bmp (0.4, 0.553333)
BG_grass_tires_03.bmp (0.37875, 0.418333)
BG_grass_bush_01.bmp (0.35625, 0.443333)
BG_grass_bush_02.bmp (0.39, 0.418333)
BG_grass_bush_01.bmp (0.4025, 0.493333)
BG_grass_stone_03.bmp (0.38, 0.585)
BG_grass_stone_02.bmp (0.405, 0.56)
BG_grass_tires_03.bmp (0.335, 0.215)
BG_grass_tires_03.bmp (0.235, 0.281667)
BG_grass_tirewing_01.bmp (0.31125, 0.37)
BG_grass_workhorse.bmp (0.28, 0.228333)
BG_grass_bush_01.bmp (0.205, 0.306667)
BG_grass_stone_04.bmp (0.21875, 0.366667)
BG_grass_bush_01.bmp (0.36, 0.24)
BG_grass_bush_02.bmp (0.2675, 0.198333)
BG_grass_tires_02.bmp (0.81125, 0.335)
BG_grass_bush_01.bmp (0.76, 0.395)
BG_grass_bumper_01.bmp (0.82375, 0.315)
BG_grass_tires_01.bmp (0.8575, 0.283333)
BG_grass_tires_02.bmp (0.615, 0.135)
BG_grass_tires_02.bmp (0.6075, 0.103333)
BG_grass_bush_01.bmp (0.60625, 0.045)
BG_grass_stone_01.bmp (0.82625, 0.408333)
BG_grass_tires_02.bmp (0.76125, 0.736667)
BG_grass_tires_02.bmp (0.81125, 0.685)
BG_grass_bush_02.bmp (0.75625, 0.616667)
BG_grass_tires_02.bmp (0.80375, 0.653333)
BG_grass_stone_04.bmp (0.7575, 0.701667)
BG_grass_tires_03.bmp (0.45625, 0.906667)
BG_grass_tires_03.bmp (0.595, 0.905)
BG_grass_tires_03.bmp (0.5325, 0.818333)
BG_grass_motorbike_01.bmp (0.55, 0.875)
BG_grass_bush_02.bmp (0.5, 0.818333)
BG_grass_bush_01.bmp (0.50125, 0.893333)
BG_grass_bush_01.bmp (0.6275, 0.951667)
BG_grass_bush_02.bmp (0.5675, 0.905)
BG_grass_stone_02.bmp (0.7525, 0.408333)
BG_grass_tires_03.bmp (0.6725, 0.0266667)
BG_grass_workhorse.bmp (0.7175, -0.015)
BG_grass_bush_02.bmp (0.65375, -0.0366667)
BG_grass_stone_01.bmp (0.6575, 0.0666667)
BG_grass_tires_03.bmp (0.9475, 0.231667)
BG_grass_tires_02.bmp (0.85625, 0.135)
BG_grass_tires_03.bmp (0.90875, 0.151667)
BG_grass_bush_01.bmp (0.905, 0.226667)
BG_grass_stone_03.bmp (0.88125, 0.185)
BG_grass_tires_02.bmp (0.8125, 0.0733333)
BG_grass_tires_02.bmp (0.81875, 0.0433333)
BG_grass_tires_03.bmp (0.7475, -0.0383333)
BG_grass_bush_02.bmp (0.77625, -0.025)
BG_grass_tires_03.bmp (0.845, -0.0216667)
BG_grass_bush_01.bmp (0.85375, 0.025)
BG_grass_tires_03.bmp (0.92875, 0.0266667)
BG_grass_stone_04.bmp (0.88875, 0.111667)
BG_grass_bush_02.bmp (0.935, 0.101667)
BG_grass_stone_02.bmp (0.8925, 0.0816667)
BG_grass_tires_03.bmp (0.2275, -0.103333)
BG_grass_bush_02.bmp (0.86625, -0.075)
BG_grass_tires_03.bmp (0.94, -0.04)
-------------LOADED LEVEL Grass-------------
BG_grass_tires_03.bmp (0.10875, -0.0433333)
BG_grass_tires_03.bmp (0.00875, 0.02)
BG_grass_tires_03.bmp (0.03625, 0.0866667)
BG_grass_tires_03.bmp (-0.04125, 0.153333)
BG_grass_tires_03.bmp (0.06125, -0.08)
BG_grass_bush_01.bmp (0.0375, -0.005)
BG_grass_bush_01.bmp (0.065, 0.11)
BG_grass_bush_02.bmp (-0.01875, 0.11)
BG_grass_bush_02.bmp (-0.025, -0.05)
BG_grass_tires_01.bmp (0.09875, 0.683333)
BG_grass_bush_02.bmp (0.09625, 0.558333)
BG_grass_bush_01.bmp (0.115, 0.628333)
BG_grass_stone_03.bmp (0.1075, 0.643333)
BG_grass_tires_03.bmp (0.08125, 0.925)
BG_grass_tires_03.bmp (-0.02125, 0.82)
BG_grass_tires_03.bmp (0.005, 0.891667)
BG_grass_bush_02.bmp (0.03875, 0.895)
BG_grass_bush_01.bmp (0.0225, 0.86)
BG_grass_bush_02.bmp (-0.05125, 0.763333)
BG_grass_tires_03.bmp (-0.0575, 0.865)
BG_grass_bush_01.bmp (-0.02375, 0.921667)
BG_grass_bush_02.bmp (0.17875, -0.1)
BG_grass_stone_03.bmp (0.16625, 0.00166667)
BG_grass_tires_03.bmp (0.455, 0.618333)
BG_grass_bush_02.bmp (0.40875, 0.616667)
BG_grass_bush_01.bmp (0.465, 0.595)
BG_grass_tires_02.bmp (0.36, 0.533333)
BG_grass_tires_02.bmp (0.355, 0.503333)
BG_grass_tires_03.bmp (0.4, 0.553333)
BG_grass_tires_03.bmp (0.37875, 0.418333)
BG_grass_bush_01.bmp (0.35625, 0.443333)
BG_grass_bush_02.bmp (0.39, 0.418333)
BG_grass_bush_01.bmp (0.4025, 0.493333)
BG_grass_stone_03.bmp (0.38, 0.585)
BG_grass_stone_02.bmp (0.405, 0.558333)
BG_grass_tires_03.bmp (0.335, 0.215)
BG_grass_tires_03.bmp (0.235, 0.281667)
BG_grass_tirewing_01.bmp (0.31125, 0.37)
BG_grass_workhorse.bmp (0.28, 0.228333)
BG_grass_bush_01.bmp (0.205, 0.306667)
BG_grass_stone_04.bmp (0.21875, 0.366667)
BG_grass_bush_01.bmp (0.36, 0.24)
BG_grass_bush_02.bmp (0.2675, 0.198333)
BG_grass_tires_02.bmp (0.81125, 0.335)
BG_grass_bush_01.bmp (0.76, 0.395)
BG_grass_bumper_01.bmp (0.82375, 0.315)
BG_grass_tires_01.bmp (0.8575, 0.281667)
BG_grass_tires_02.bmp (0.615, 0.135)
BG_grass_tires_02.bmp (0.6075, 0.103333)
BG_grass_bush_01.bmp (0.60625, 0.045)
BG_grass_stone_01.bmp (0.82625, 0.408333)
BG_grass_tires_02.bmp (0.76125, 0.736667)
BG_grass_tires_02.bmp (0.81125, 0.685)
BG_grass_bush_02.bmp (0.75625, 0.616667)
BG_grass_tires_02.bmp (0.80375, 0.653333)
BG_grass_stone_04.bmp (0.7575, 0.701667)
BG_grass_tires_03.bmp (0.45625, 0.906667)
BG_grass_tires_03.bmp (0.595, 0.905)
BG_grass_tires_03.bmp (0.5325, 0.818333)
BG_grass_motorbike_01.bmp (0.55, 0.875)
BG_grass_bush_02.bmp (0.5, 0.818333)
BG_grass_bush_01.bmp (0.50125, 0.893333)
BG_grass_bush_01.bmp (0.6275, 0.951667)
BG_grass_bush_02.bmp (0.5675, 0.905)
BG_grass_stone_02.bmp (0.7525, 0.408333)
BG_grass_tires_03.bmp (0.6725, 0.0266667)
BG_grass_workhorse.bmp (0.7175, -0.015)
BG_grass_bush_02.bmp (0.65375, -0.0366667)
BG_grass_stone_01.bmp (0.6575, 0.0666667)
BG_grass_tires_03.bmp (0.9475, 0.231667)
BG_grass_tires_02.bmp (0.85625, 0.135)
BG_grass_tires_03.bmp (0.90875, 0.151667)
BG_grass_bush_01.bmp (0.905, 0.226667)
BG_grass_stone_03.bmp (0.88125, 0.185)
BG_grass_puddle_01.bmp (0.34375, 0.693333)
BG_grass_tires_02.bmp (0.8125, 0.0733333)
BG_grass_tires_02.bmp (0.81875, 0.0433333)
BG_grass_tires_03.bmp (0.7475, -0.0383333)
BG_grass_bush_02.bmp (0.77625, -0.025)
BG_grass_tires_03.bmp (0.845, -0.0216667)
BG_grass_bush_01.bmp (0.85375, 0.025)
BG_grass_tires_03.bmp (0.92875, 0.0266667)
BG_grass_stone_04.bmp (0.88875, 0.111667)
BG_grass_bush_02.bmp (0.935, 0.101667)
BG_grass_stone_02.bmp (0.8925, 0.0816667)
BG_grass_tires_03.bmp (0.2275, -0.103333)
BG_grass_bush_02.bmp (0.86625, -0.075)
BG_grass_tires_03.bmp (0.94, -0.04)
BG_grass_puddle_02.bmp (0.485, 0.493333)
-------------LOADED LEVEL Grass-------------
BG_grass_repairshop.bmp (-0.0025, -0.0133333)
BG_grass_bush_01.bmp (0.5525, 0.0633333)
BG_grass_barrel_03.bmp (0.59375, -0.0366667)
BG_grass_barrel_03.bmp (0.61125, 0.0383333)
BG_grass_barrel_03.bmp (0.665, 0.0283333)
BG_grass_bush_02.bmp (0.57125, -0.0133333)
BG_grass_barrel_02.bmp (0.715, 0.0533333)
BG_grass_barrel_02.bmp (0.72625, -0.0133333)
BG_grass_barrel_03.bmp (0.685, -0.0333333)
BG_grass_bush_01.bmp (0.6775, 0.0166667)
BG_grass_barrel_01.bmp (0.70625, 0.205)
BG_grass_barrel_03.bmp (0.78375, 0.121667)
BG_grass_barrel_02.bmp (0.755, 0.203333)
BG_grass_barrel_03.bmp (0.80875, 0.288333)
BG_grass_bush_01.bmp (0.73, 0.215)
BG_grass_bush_02.bmp (0.7, 0.118333)
BG_grass_bush_02.bmp (0.89, 0.296667)
BG_grass_barrel_02.bmp (0.9025, 0.258333)
BG_grass_barrel_02.bmp (0.93875, 0.285)
BG_grass_bush_02.bmp (0.7475, 0.166667)
BG_grass_bush_01.bmp (0.84125, 0.25)
BG_grass_barrel_03.bmp (0.945, 0.22)
BG_grass_bush_01.bmp (0.79125, 0.226667)
BG_grass_barrel_01.bmp (0.8375, 0.316667)
BG_grass_barrel_02.bmp (0.82125, 0.193333)
BG_grass_barrel_03.bmp (0.87625, 0.2)
BG_grass_tires_03.bmp (0.3775, 0.62)
BG_grass_barrel_01.bmp (0.41875, 0.47)
BG_grass_barrel_02.bmp (0.46375, 0.363333)
BG_grass_bush_02.bmp (0.62, -0.065)
BG_grass_tires_03.bmp (-0.05, 0.553333)
BG_grass_tires_03.bmp (0.1025, 0.27)
BG_grass_tires_03.bmp (0.0775, 0.353333)
BG_grass_tires_02.bmp (0.05625, 0.471667)
BG_grass_tires_02.bmp (0.00625, 0.553333)
BG_grass_tires_02.bmp (0.0025, 0.521667)
BG_grass_bush_02.bmp (0.09125, 0.335)
BG_grass_bush_01.bmp (0, 0.476667)
BG_grass_stone_04.bmp (0.08625, 0.448333)
BG_grass_barrel_03.bmp (0.52375, 0.355)
BG_grass_bush_01.bmp (0.5, 0.308333)
BG_grass_tires_03.bmp (0.31125, 0.695)
BG_grass_tires_02.bmp (0.25625, 0.805)
BG_grass_tires_02.bmp (0.3225, 0.785)
BG_grass_tires_02.bmp (0.32125, 0.755)
BG_grass_bush_01.bmp (0.26875, 0.76)
BG_grass_bush_02.bmp (0.33625, 0.685)
BG_grass_stone_01.bmp (0.32875, 0.848333)
BG_grass_bush_01.bmp (0.4075, 0.643333)
BG_grass_bush_02.bmp (0.36, 0.601667)
BG_grass_bush_01.bmp (0.465, 0.443333)
BG_grass_barrel_02.bmp (0.55, 0.268333)
BG_grass_bush_02.bmp (0.45625, 0.351667)
BG_grass_stone_04.bmp (0.5575, 0.368333)
BG_grass_bush_02.bmp (0.53875, 0.283333)
BG_grass_stone_02.bmp (0.685, 0.136667)
BG_grass_barrel_02.bmp (0.6125, 0.893333)
BG_grass_barrel_03.bmp (0.6825, 0.928333)
BG_grass_bush_01.bmp (0.56625, 0.945)
BG_grass_barrel_03.bmp (0.73375, 0.82)
BG_grass_bush_02.bmp (0.6325, 0.891667)
BG_grass_barrel_02.bmp (0.6625, 0.82)
BG_grass_bush_01.bmp (0.6825, 0.863333)
BG_grass_barrel_02.bmp (0.77, 0.731667)
BG_grass_stone_05.bmp (0.7375, 0.84)
BG_grass_barrel_03.bmp (0.71625, 0.771667)
BG_grass_barrel_03.bmp (0.78875, 0.686667)
BG_grass_bush_01.bmp (0.81125, 0.726667)
BG_grass_bush_02.bmp (0.75, 0.681667)
BG_grass_stone_01.bmp (0.82125, 0.798333)
BG_grass_barrel_02.bmp (0.08125, 0.896667)
BG_grass_barrel_03.bmp (0.04875, 0.871667)
BG_grass_barrel_03.bmp (0.025, 0.811667)
BG_grass_barrel_03.bmp (0.00625, 0.915)
BG_grass_barrel_02.bmp (-0.01, 0.82)
BG_grass_bush_02.bmp (0.00625, 0.92)
BG_grass_bush_01.bmp (-0.03125, 0.916667)
BG_grass_bush_01.bmp (0.01125, 0.85)
BG_grass_puddle_02.bmp (0.435, 0.76)
BG_grass_puddle_01.bmp (0.44375, 0.358333)
-------------LOADED LEVEL Grass-------------
BG_grass_barrel_02.bmp (0.15625, 0.603333)
BG_grass_barrel_01.bmp (0.6175, 0.203333)
BG_grass_bush_02.bmp (0.6375, 0.15)
BG_grass_bush_01.bmp (0.1675, 0.643333)
BG_grass_barrel_01.bmp (0.31125, 0.471667)
BG_grass_bush_01.bmp (0.285, 0.43)
