-------------LOADED LEVEL garden-------------
BG_garden_fence1.bmp (0.59125, 0.398333)
BG_garden_fence1.bmp (0.04625, 0.398333)
BG_garden_fence3.bmp (0.84, 0.168333)
BG_garden_fence4.bmp (0.9325, 0.085)
BG_garden_bush1.bmp (0.3125, 0.0216667)
BG_garden_bush1.bmp (0.445, 0.025)
BG_garden_bush1.bmp (0.58375, 0.0266667)
BG_garden_house1.bmp (-0.13875, -0.201667)
BG_garden_bush1.bmp (0.8975, 0.03)
BG_garden_bush2.bmp (0.895, 0.0433333)
BG_garden_bush2.bmp (0.81125, 0.156667)
BG_garden_bush2.bmp (0.73125, 0.263333)
BG_garden_bush1.bmp (0.59625, 0.371667)
BG_garden_bush1.bmp (0.4575, 0.371667)
BG_garden_bush1.bmp (0.3075, 0.371667)
BG_garden_bush1.bmp (0.16125, 0.37)
BG_garden_bush1.bmp (0.02, 0.37)
BG_garden_bench1.bmp (-0.04375, 0.216667)
BG_garden_bush1.bmp (0.19625, 0.02)
BG_garden_box1.bmp (0.21625, 0.045)
BG_garden_bush2.bmp (-0.0625, 0.378333)
BG_garden_bush5.bmp (0.73125, -0.0516667)
BG_garden_bush5.bmp (0.84875, -0.05)
BG_garden_fence1.bmp (0.6175, -0.0166667)
BG_garden_fence2.bmp (0.47, -0.01)
BG_garden_fence1.bmp (0.29125, -0.0166667)
BG_garden_fence2.bmp (0.145, -0.01)
BG_garden_fence1.bmp (0.88, -0.0183333)
BG_garden_road1.bmp (0.59375, -0.08)
help_trigger.bmp (0.6, 0.816667)
help_trigger.bmp (0.15, 0.683333)
-------------LOADED LEVEL garden-------------
BG_garden_fence4.bmp (-0.02875, 0.415)
BG_garden_fence2.bmp (0.19625, 0.406667)
BG_garden_fence4.bmp (0.76625, 0.303333)
BG_garden_fence1.bmp (0.315, 0.4)
BG_garden_fence2.bmp (0.46625, 0.406667)
BG_garden_fence1.bmp (0.59125, 0.398333)
BG_garden_fence1.bmp (0.04625, 0.398333)
BG_garden_fence3.bmp (0.84, 0.168333)
BG_garden_fence4.bmp (0.9325, 0.085)
BG_garden_bush1.bmp (0.3125, 0.0216667)
BG_garden_bush1.bmp (0.445, 0.025)
BG_garden_bush1.bmp (0.58375, 0.0266667)
BG_garden_house1.bmp (-0.13875, -0.201667)
BG_garden_bush1.bmp (0.8975, 0.03)
BG_garden_bush2.bmp (0.895, 0.0433333)
BG_garden_bush2.bmp (0.81125, 0.156667)
BG_garden_bush2.bmp (0.73125, 0.263333)
BG_garden_bush1.bmp (0.59625, 0.371667)
BG_garden_bush1.bmp (0.4575, 0.371667)
BG_garden_bush1.bmp (0.3075, 0.371667)
BG_garden_bush1.bmp (0.16125, 0.37)
BG_garden_bush1.bmp (0.02, 0.37)
BG_garden_bench1.bmp (-0.04375, 0.216667)
BG_garden_bush1.bmp (0.19625, 0.02)
BG_garden_box1.bmp (0.21625, 0.045)
BG_garden_bush2.bmp (-0.0625, 0.378333)
BG_garden_bush5.bmp (0.73125, -0.0516667)
BG_garden_bush5.bmp (0.84875, -0.05)
BG_garden_fence1.bmp (0.6175, -0.0166667)
BG_garden_fence2.bmp (0.47, -0.01)
BG_garden_fence1.bmp (0.29125, -0.0166667)
BG_garden_fence2.bmp (0.145, -0.01)
BG_garden_fence1.bmp (0.88, -0.0183333)
BG_garden_road1.bmp (0.59375, -0.08)
help_trigger.bmp (0.85, 0.566667)
help_trigger.bmp (0.55, 0.9)
help_trigger.bmp (0.25, 0.633333)
-------------LOADED LEVEL garden-------------
BG_garden_fence4.bmp (-0.02875, 0.415)
BG_garden_fence2.bmp (0.19625, 0.406667)
BG_garden_fence4.bmp (0.76625, 0.303333)
BG_garden_fence1.bmp (0.315, 0.4)
BG_garden_fence2.bmp (0.46625, 0.406667)
BG_garden_fence1.bmp (0.59125, 0.398333)
BG_garden_fence1.bmp (0.04625, 0.398333)
BG_garden_fence3.bmp (0.84, 0.168333)
BG_garden_fence4.bmp (0.9325, 0.085)
BG_garden_bush1.bmp (0.3125, 0.0216667)
BG_garden_bush1.bmp (0.445, 0.025)
BG_garden_bush1.bmp (0.58375, 0.0266667)
BG_garden_house1.bmp (-0.13875, -0.201667)
BG_garden_bush1.bmp (0.8975, 0.03)
BG_garden_bush2.bmp (0.895, 0.0433333)
BG_garden_bush2.bmp (0.81125, 0.156667)
BG_garden_bush2.bmp (0.73125, 0.263333)
BG_garden_bush1.bmp (0.59625, 0.371667)
BG_garden_bush1.bmp (0.4575, 0.371667)
BG_garden_bush1.bmp (0.3075, 0.371667)
BG_garden_bush1.bmp (0.16125, 0.37)
BG_garden_bush1.bmp (0.02, 0.37)
BG_garden_bench1.bmp (-0.04375, 0.216667)
BG_garden_bush1.bmp (0.19625, 0.02)
BG_garden_box1.bmp (0.21625, 0.045)
BG_garden_bush2.bmp (-0.0625, 0.378333)
BG_garden_bush5.bmp (0.73125, -0.0516667)
BG_garden_bush5.bmp (0.84875, -0.05)
BG_garden_fence1.bmp (0.6175, -0.0166667)
BG_garden_fence2.bmp (0.47, -0.01)
BG_garden_fence1.bmp (0.29125, -0.0166667)
BG_garden_fence2.bmp (0.145, -0.01)
BG_garden_fence1.bmp (0.88, -0.0183333)
BG_garden_road1.bmp (0.59375, -0.08)
help_trigger.bmp (0.75, 0.55)
help_trigger.bmp (0.15, 0.683333)
-------------LOADED LEVEL garden-------------
BG_garden_fence4.bmp (-0.02875, 0.415)
BG_garden_fence2.bmp (0.19625, 0.406667)
BG_garden_fence4.bmp (0.76625, 0.303333)
BG_garden_fence1.bmp (0.315, 0.4)
BG_garden_fence2.bmp (0.46625, 0.406667)
BG_garden_fence1.bmp (0.59125, 0.398333)
BG_garden_fence1.bmp (0.04625, 0.398333)
BG_garden_fence3.bmp (0.84, 0.168333)
BG_garden_fence4.bmp (0.9325, 0.085)
BG_garden_bush1.bmp (0.3125, 0.0216667)
BG_garden_bush1.bmp (0.445, 0.025)
BG_garden_bush1.bmp (0.58375, 0.0266667)
BG_garden_house1.bmp (-0.13875, -0.201667)
BG_garden_bush1.bmp (0.8975, 0.03)
BG_garden_bush2.bmp (0.895, 0.0433333)
BG_garden_bush2.bmp (0.81125, 0.156667)
BG_garden_bush2.bmp (0.73125, 0.263333)
BG_garden_bush1.bmp (0.59625, 0.371667)
BG_garden_bush1.bmp (0.4575, 0.371667)
BG_garden_bush1.bmp (0.3075, 0.371667)
BG_garden_bush1.bmp (0.16125, 0.37)
BG_garden_bush1.bmp (0.02, 0.37)
BG_garden_bench1.bmp (-0.04375, 0.216667)
BG_garden_bush1.bmp (0.19625, 0.02)
BG_garden_box1.bmp (0.21625, 0.045)
BG_garden_bush2.bmp (-0.0625, 0.378333)
BG_garden_bush5.bmp (0.73125, -0.0516667)
BG_garden_bush5.bmp (0.84875, -0.05)
BG_garden_fence1.bmp (0.6175, -0.0166667)
BG_garden_fence2.bmp (0.47, -0.01)
BG_garden_fence1.bmp (0.29125, -0.0166667)
BG_garden_fence2.bmp (0.145, -0.01)
BG_garden_fence1.bmp (0.88, -0.0183333)
BG_garden_road1.bmp (0.59375, -0.08)
help_trigger.bmp (0.1, 0.633333)
help_trigger.bmp (0.5, 0.7)
BG_garden_fence1.bmp (0.835, 0.778333)
BG_garden_fence2.bmp (0.6975, 0.786667)
BG_garden_fence1.bmp (0.51875, 0.778333)
BG_garden_fence2.bmp (0.38125, 0.786667)
BG_garden_fence1.bmp (0.21625, 0.778333)
BG_garden_fence4.bmp (0.14375, 0.796667)
BG_garden_fence3.bmp (0.04875, 0.878333)
BG_garden_pond.bmp (0.19, 0.883333)
help_trigger.bmp (0.85, 0.566667)
BG_garden_puddle2.bmp (0.18625, 0.681667)
BG_garden_puddle1.bmp (0.835, 0.406667)
-------------LOADED LEVEL garden-------------
BG_garden_fence2.bmp (-0.0325, 0.358333)
BG_garden_fence1.bmp (0.105, 0.351667)
BG_garden_fence2.bmp (0.29375, 0.358333)
BG_garden_fence3.bmp (0.43375, 0.235)
BG_garden_fence4.bmp (0.52, 0.155)
BG_garden_fence1.bmp (0.59375, 0.138333)
BG_garden_fence2.bmp (0.77875, 0.143333)
BG_garden_fence1.bmp (0.91875, 0.133333)
BG_garden_road1.bmp (0.085, 0.265)
BG_garden_road1.bmp (-0.25875, 0.263333)
BG_garden_road2.bmp (0.3825, 0.01)
BG_garden_house2.bmp (-0.14375, -0.156667)
BG_garden_road1.bmp (0.59125, 0.0416667)
BG_garden_road2.bmp (0.47, -0.108333)
BG_garden_road1.bmp (0.8675, 0.0416667)
BG_garden_fence1.bmp (0.68875, -0.0166667)
BG_garden_fence2.bmp (0.8675, -0.01)
BG_garden_fence1.bmp (0.19875, 0.191667)
BG_garden_fence2.bmp (0.0575, 0.2)
BG_garden_fence1.bmp (-0.13125, 0.193333)
BG_garden_fence4.bmp (0.38, 0.101667)
BG_garden_fence3.bmp (0.45375, -0.0283333)
BG_garden_fence4.bmp (0.54125, -0.106667)
BG_garden_bush2.bmp (0.18375, -0.085)
Garden_dwarf01.bmp (0.2775, 0.158333)
BG_garden_bush1.bmp (0.0675, 0.536667)
BG_garden_bush1.bmp (0.2175, 0.733333)
BG_Garden_lawnmower.bmp (0.65625, 0.356667)
BG_garden_bush1.bmp (0.36625, 0.736667)
BG_Garden_lawn04.bmp (0.7025, 0.425)
BG_Garden_lawn02.bmp (0.70375, 0.563333)
BG_Garden_lawn03.bmp (0.54375, 0.563333)
BG_Garden_lawn04.bmp (0.44375, 0.436667)
BG_Garden_lawn01.bmp (0.27875, 0.438333)
BG_Garden_lawn02.bmp (0.17875, 0.575)
BG_Garden_lawn01.bmp (0.01, 0.668333)
BG_Garden_lawn03.bmp (0.01, 0.803333)
BG_Garden_lawn04.bmp (0.17625, 0.896667)
BG_garden_bush1.bmp (0.7675, 0.336667)
BG_garden_bush1.bmp (0.6675, 0.87)
BG_garden_puddle2.bmp (0.5875, 0.415)
BG_garden_puddle1.bmp (0.13625, 0.806667)
-------------LOADED LEVEL garden-------------
BG_garden_bush2.bmp (0.60375, 0.0783333)
BG_garden_fence1.bmp (0.73625, 0.196667)
BG_garden_fence2.bmp (0.585, 0.205)
BG_garden_fence2.bmp (0.91375, 0.203333)
BG_garden_fence3.bmp (0.56875, 0.0766667)
BG_garden_fence4.bmp (0.675, -0.025)
BG_garden_fence3.bmp (0.75125, -0.158333)
BG_garden_road1.bmp (0.3325, 0.25)
BG_garden_road1.bmp (0.67625, 0.246667)
BG_garden_road2.bmp (0.42625, 0.0166667)
BG_garden_road2.bmp (0.5775, -0.19)
BG_garden_fence1.bmp (0.31625, 0.326667)
BG_garden_fence2.bmp (0.495, 0.331667)
BG_garden_fence1.bmp (0.63625, 0.323333)
BG_garden_fence2.bmp (0.82625, 0.331667)
BG_garden_fence1.bmp (0.965, 0.325)
BG_garden_fence4.bmp (0.32, 0.235)
BG_garden_fence3.bmp (0.395, 0.106667)
BG_garden_fence4.bmp (0.49, 0.0166667)
BG_garden_fence3.bmp (0.5625, -0.111667)
BG_garden_bush2.bmp (0.68875, -0.0333333)
BG_garden_bush1.bmp (0.6, 0.183333)
BG_garden_house2.bmp (0.76625, -0.136667)
BG_garden_fence1.bmp (-0.00875, 0.658333)
BG_garden_fence4.bmp (0.08875, 0.671667)
BG_garden_fence4.bmp (0.01625, 0.766667)
BG_garden_fence1.bmp (0.0125, 0.858333)
BG_garden_fence2.bmp (0.19, 0.863333)
BG_garden_fence1.bmp (0.3425, 0.856667)
BG_garden_fence4.bmp (0.4375, 0.871667)
BG_garden_fence3.bmp (0.35, 0.948333)
BG_garden_fence3.bmp (-0.03375, 0.131667)
BG_garden_fence4.bmp (0.06625, 0.0366667)
BG_garden_fence3.bmp (0.14, -0.0966667)
BG_garden_road2.bmp (-0.14375, -0.00333333)
BG_garden_fence3.bmp (-0.0375, -0.095)
BG_garden_road1.bmp (0.07125, 0.926667)
BG_garden_road1.bmp (-0.25625, 0.905)
BG_garden_road2.bmp (-0.1775, 0.71)
BG_garden_bush1.bmp (0.8675, 0.536667)
BG_garden_bush1.bmp (0.365, 0.67)
BG_garden_bush1.bmp (0.565, 0.666667)
BG_garden_bush5.bmp (0.71375, 0.59)
BG_garden_bush5.bmp (0.5125, 0.585)
BG_Garden_lawn01.bmp (0.335, 0.415)
BG_Garden_lawn01.bmp (0.56875, 0.866667)
BG_Garden_lawn02.bmp (0.73875, 0.773333)
BG_Garden_lawn04.bmp (0.7375, 0.636667)
BG_Garden_lawn03.bmp (0.6075, 0.543333)
BG_Garden_lawn04.bmp (0.50625, 0.413333)
BG_Garden_lawn02.bmp (0.235, 0.551667)
BG_Garden_lawn03.bmp (0.06875, 0.551667)
BG_Garden_lawn04.bmp (-0.03375, 0.415)
BG_Garden_lawn01.bmp (-0.0875, 0.286667)
BG_Garden_lawn02.bmp (0.08375, 0.193333)
BG_Garden_lawn01.bmp (0.185, 0.055)
BG_Garden_lawn02.bmp (0.355, -0.04)
BG_garden_puddle1.bmp (0.735, 0.74)
BG_garden_puddle2.bmp (0.1375, 0.481667)
Garden_dwarf01.bmp (0.73125, 0.0466667)
-------------LOADED LEVEL garden-------------
BG_garden_fence1.bmp (-0.04375, 0.133333)
BG_garden_fence2.bmp (0.135, 0.138333)
BG_garden_fence1.bmp (0.27625, 0.131667)
BG_garden_fence2.bmp (0.465, 0.138333)
BG_garden_fence1.bmp (0.605, 0.13)
BG_garden_fence2.bmp (0.78375, 0.136667)
BG_garden_fence1.bmp (0.9225, 0.128333)
BG_garden_field1.bmp (-0.09625, 0.04)
BG_garden_field2.bmp (0.07125, 0.05)
BG_garden_field3.bmp (0.2325, 0.0483333)
BG_garden_field4.bmp (0.4, 0.0466667)
BG_garden_house1.bmp (0.58, -0.268333)
BG_garden_field3.bmp (0.005, -0.0816667)
BG_garden_bush2.bmp (-0.0475, -0.0883333)
BG_garden_field2.bmp (0.50125, -0.085)
BG_garden_field4.bmp (0.17, -0.0816667)
BG_garden_field1.bmp (0.3325, -0.095)
BG_garden_box1.bmp (0.48, 0.0716667)
BG_garden_fence1.bmp (0.9275, -0.0483333)
BG_garden_fence1.bmp (0.7175, 0.716667)
BG_garden_fence2.bmp (0.9075, 0.723333)
BG_garden_fence4.bmp (0.64375, 0.735)
BG_garden_fence3.bmp (0.545, 0.83)
BG_garden_fence4.bmp (0.46875, 0.96)
BG_garden_road2.bmp (0.53625, 0.786667)
BG_garden_fence3.bmp (0.73875, 0.778333)
BG_garden_fence4.bmp (0.66375, 0.91)
BG_garden_house2.bmp (0.8175, 0.735)
BG_garden_road1.bmp (0.7575, 0.0116667)
BG_garden_bush2.bmp (0.75, 0.815)
BG_garden_bush2.bmp (0.67375, 0.918333)
BG_garden_fence1.bmp (0.24125, 0.591667)
BG_garden_fence2.bmp (0.1, 0.6)
BG_garden_fence1.bmp (-0.07875, 0.593333)
BG_garden_fence4.bmp (0.33625, 0.605)
BG_garden_fence3.bmp (0.24, 0.693333)
BG_garden_fence4.bmp (0.165, 0.828333)
BG_garden_fence3.bmp (0.06875, 0.913333)
BG_garden_road2.bmp (-0.02875, 0.778333)
BG_garden_road1.bmp (-0.0375, 0.646667)
BG_garden_road1.bmp (-0.145, 0.643333)
BG_garden_fence1.bmp (-0.01, 0.706667)
BG_garden_fence4.bmp (0.0875, 0.721667)
BG_garden_fence3.bmp (-0.01625, 0.82)
BG_garden_field3.bmp (-0.155, 0.825)
BG_garden_box1.bmp (0.02625, 0.728333)
BG_garden_tree1.bmp (-0.07, 0.406667)
BG_garden_bush1.bmp (0.61625, 0.47)
BG_garden_bush1.bmp (0.11625, 0.33)
BG_garden_bush1.bmp (0.31625, 0.335)
BG_garden_bush5.bmp (0.76625, 0.39)
BG_garden_bush5.bmp (0.2675, 0.253333)
Garden_dwarf03.bmp (0.16625, 0.291667)
Garden_dwarf04.bmp (0.205, 0.273333)
BG_Garden_lawn01.bmp (0.2675, 0.865)
BG_Garden_lawn02.bmp (0.43625, 0.771667)
BG_Garden_lawn01.bmp (0.53625, 0.635)
BG_Garden_lawn02.bmp (0.705, 0.541667)
BG_Garden_lawn04.bmp (0.705, 0.405)
BG_Garden_lawn01.bmp (0.535, 0.406667)
BG_Garden_lawn02.bmp (0.44125, 0.516667)
BG_Garden_lawn03.bmp (0.2725, 0.518333)
BG_Garden_lawn04.bmp (0.17375, 0.395)
BG_Garden_lawn03.bmp (0.00625, 0.303333)
BG_Garden_lawn04.bmp (-0.09375, 0.18)
BG_Garden_lawn01.bmp (0.76625, 0.333333)
BG_Garden_lawn04.bmp (0.9325, 0.331667)
BG_garden_puddle2.bmp (0.43875, 0.748333)
BG_garden_puddle1.bmp (0.885, 0.406667)
-------------LOADED LEVEL garden-------------
BG_garden_road2.bmp (0.9125, 0.055)
BG_garden_house2.bmp (-0.1675, 0.743333)
BG_garden_bush2.bmp (0.165, 0.81)
BG_garden_road2.bmp (0.375, 0.793333)
BG_garden_fence2.bmp (0.25125, 0.733333)
BG_garden_fence1.bmp (0.085, 0.725)
BG_garden_fence2.bmp (-0.055, 0.731667)
BG_garden_fence4.bmp (0.4825, 0.736667)
BG_garden_fence1.bmp (0.3875, 0.723333)
BG_garden_fence3.bmp (0.3875, 0.823333)
BG_garden_fence4.bmp (0.3125, 0.95)
BG_garden_fence1.bmp (0.6125, 0.86)
BG_garden_fence4.bmp (0.6225, 0.768333)
BG_garden_fence3.bmp (0.6975, 0.64)
BG_garden_fence4.bmp (0.79375, 0.545)
BG_garden_fence3.bmp (0.8675, 0.415)
BG_garden_puddle1.bmp (0.7875, 0.883333)
BG_garden_fence1.bmp (0.8475, 0.858333)
BG_garden_road2.bmp (0.5625, 0.531667)
BG_garden_road2.bmp (0.75375, 0.271667)
BG_garden_road1.bmp (0.51625, 0.915)
BG_garden_road1.bmp (0.69875, 0.915)
BG_garden_fence1.bmp (0.5475, 0.95)
BG_garden_fence2.bmp (0.725, 0.956667)
BG_garden_fence1.bmp (0.86625, 0.946667)
BG_garden_fence4.bmp (0.4725, 0.965)
BG_garden_fence4.bmp (0.965, 0.318333)
BG_garden_fence1.bmp (0.0875, 0.123333)
BG_garden_fence2.bmp (-0.0575, 0.13)
BG_garden_fence4.bmp (0.27375, 0.02)
BG_garden_fence3.bmp (0.34625, -0.108333)
BG_garden_road2.bmp (0.12125, -0.103333)
BG_garden_road1.bmp (-0.235, 0.0366667)
BG_garden_fence1.bmp (0.02125, -0.0166667)
BG_garden_fence4.bmp (0.2, -0.11)
BG_garden_fence2.bmp (-0.0375, -0.0116667)
BG_garden_bush1.bmp (0.41625, 0.403333)
BG_garden_bench1.bmp (0.2575, 0.733333)
BG_garden_bush2.bmp (0.43125, 0.283333)
BG_garden_bush2.bmp (0.555, 0.286667)
BG_garden_bush1.bmp (0.51625, 0.268333)
BG_garden_bush5.bmp (0.31625, 0.388333)
BG_garden_bush5.bmp (0.56625, 0.388333)
BG_garden_bush5.bmp (0.71625, 0.121667)
BG_garden_bush5.bmp (0.46625, 0.121667)
BG_Garden_lawn02.bmp (0.8, -0.0116667)
BG_Garden_lawn03.bmp (0.62875, -0.0116667)
BG_Garden_lawn02.bmp (0.4375, -0.01)
BG_Garden_lawn01.bmp (0.27, 0.0833333)
BG_Garden_lawn02.bmp (0.17, 0.223333)
BG_Garden_lawn01.bmp (0, 0.316667)
BG_Garden_lawn03.bmp (0.00125, 0.456667)
BG_Garden_lawn02.bmp (0.17, 0.456667)
BG_Garden_lawn04.bmp (0.16875, 0.316667)
BG_Garden_lawn03.bmp (-0.07625, 0.238333)
BG_garden_puddle2.bmp (0.1375, 0.415)
BG_garden_puddle1.bmp (0.73625, 0.273333)
BG_garden_bush2.bmp (0.90625, 0.428333)
BG_garden_bush2.bmp (0.825, 0.533333)
BG_garden_bush1.bmp (0.81625, 0.643333)
BG_garden_bush1.bmp (0.9625, 0.645)
BG_garden_box1.bmp (0.8875, 0.65)
BG_garden_field1.bmp (0.68, 0.745)
BG_garden_field2.bmp (0.845, 0.755)
BG_garden_deckchair.bmp (0.8825, 0.558333)
Garden_dwarf04.bmp (0.81375, 0.635)
BG_garden_puddle1.bmp (0.135, 0.206667)
BG_garden_puddle1.bmp (0.08625, 0.673333)
BG_garden_puddle2.bmp (0.23875, 0.615)
BG_garden_puddle2.bmp (0.43875, 0.481667)
BG_garden_puddle1.bmp (0.33875, 0.54)
BG_garden_puddle2.bmp (0.33875, 0.681667)
BG_garden_puddle2.bmp (0.5875, 0.615)
BG_garden_puddle1.bmp (0.68375, 0.473333)
BG_garden_puddle1.bmp (0.83625, 0.206667)
BG_garden_puddle2.bmp (0.54, 0.148333)
BG_garden_puddle2.bmp (0.33875, 0.215)
BG_garden_puddle1.bmp (0.385, 0.34)
-------------LOADED LEVEL garden-------------
BG_garden_house1.bmp (-0.135, 0.701667)
BG_garden_house2.bmp (0.18625, 0.668333)
BG_garden_house2.bmp (0.7525, -0.131667)
BG_garden_house2.bmp (0.49625, -0.133333)
BG_garden_house1.bmp (-0.15, -0.0883333)
BG_garden_fence1.bmp (0.81875, 0.72)
BG_garden_fence4.bmp (0.745, 0.74)
BG_garden_fence3.bmp (0.64125, 0.838333)
BG_garden_fence2.bmp (0.6575, 0.958333)
BG_garden_fence1.bmp (0.81125, 0.95)
BG_garden_box1.bmp (0.8325, 0.733333)
BG_garden_field1.bmp (0.71875, 0.835)
BG_garden_field1.bmp (0.885, 0.836667)
BG_garden_fence1.bmp (0.44125, 0.725)
BG_garden_fence1.bmp (-0.055, 0.588333)
BG_garden_fence6.bmp (0.12375, 0.601667)
BG_garden_fence1.bmp (0.1975, 0.708333)
BG_garden_fence4.bmp (0.535, 0.738333)
BG_garden_bush7.bmp (0.09875, 0.638333)
BG_garden_bush1.bmp (-0.0425, 0.628333)
BG_garden_bush6.bmp (0, 0.545)
BG_garden_bush2.bmp (0.17875, 0.0383333)
BG_garden_bush7.bmp (0.3975, 0.0366667)
BG_garden_bush1.bmp (0.25875, 0.0266667)
BG_garden_fence3.bmp (0.17375, -0.02)
BG_garden_fence5.bmp (0.41125, -0.0166667)
BG_garden_fence2.bmp (0.2675, -0.005)
Garden_dwarf05.bmp (-0.00125, 0.636667)
BG_garden_fence1.bmp (-0.11125, 0.393333)
BG_garden_fence2.bmp (0.0675, 0.401667)
BG_garden_fence1.bmp (0.1925, 0.393333)
BG_garden_fence1.bmp (0.515, 0.393333)
BG_garden_fence1.bmp (0.7425, 0.393333)
BG_garden_fence2.bmp (0.63875, 0.401667)
BG_garden_puddle1.bmp (0.78625, 0.606667)
BG_garden_puddle2.bmp (0.34, 0.215)
BG_garden_puddle1.bmp (0.23375, 0.473333)
-------------LOADED LEVEL garden-------------
BG_garden_bush1.bmp (0.1675, 0.668333)
BG_garden_bush1.bmp (0.31625, 0.67)
BG_garden_fence1.bmp (0.76375, 0.393333)
BG_garden_fence2.bmp (0.9425, 0.4)
BG_garden_bush6.bmp (0.20375, 0.585)
BG_garden_bush6.bmp (0.35375, 0.586667)
BG_garden_fence1.bmp (0.7125, 0.585)
BG_garden_fence2.bmp (0.9025, 0.591667)
BG_garden_fence4.bmp (0.63875, 0.603333)
BG_garden_fence3.bmp (0.53875, 0.7)
BG_garden_fence4.bmp (0.46375, 0.833333)
BG_garden_fence3.bmp (0.3625, 0.925)
BG_garden_bush1.bmp (0.8725, 0.625)
BG_garden_bush1.bmp (0.725, 0.625)
BG_garden_bush2.bmp (0.63875, 0.638333)
BG_garden_bush2.bmp (0.5725, 0.725)
BG_garden_bush2.bmp (0.50375, 0.815)
BG_garden_bush2.bmp (0.4325, 0.91)
BG_garden_house1.bmp (0.90375, 0.695)
BG_garden_bush6.bmp (0.74, 0.543333)
BG_garden_bush6.bmp (0.8375, 0.543333)
